region,date,confirm
Derby,2020-10-02,22
Derbyshire,2020-10-02,89
Leicester,2020-10-02,103
Leicestershire,2020-10-02,120
Lincolnshire,2020-10-02,80
Northamptonshire,2020-10-02,73
Nottingham,2020-10-02,521
Nottinghamshire,2020-10-02,192
Rutland,2020-10-02,0
Bedford,2020-10-02,19
Cambridgeshire,2020-10-02,39
Central Bedfordshire,2020-10-02,13
Essex,2020-10-02,108
Hertfordshire,2020-10-02,97
Luton,2020-10-02,24
Norfolk,2020-10-02,35
Peterborough,2020-10-02,20
Southend-on-Sea,2020-10-02,9
Suffolk,2020-10-02,39
Thurrock,2020-10-02,9
Barking and Dagenham,2020-10-02,13
Barnet,2020-10-02,49
Bexley,2020-10-02,19
Brent,2020-10-02,44
Bromley,2020-10-02,18
Camden,2020-10-02,29
Croydon,2020-10-02,44
Ealing,2020-10-02,32
Enfield,2020-10-02,38
Greenwich,2020-10-02,30
Hackney and City of London,2020-10-02,56
Hammersmith and Fulham,2020-10-02,19
Haringey,2020-10-02,25
Harrow,2020-10-02,35
Havering,2020-10-02,29
Hillingdon,2020-10-02,36
Hounslow,2020-10-02,39
Islington,2020-10-02,25
Kensington and Chelsea,2020-10-02,30
Kingston upon Thames,2020-10-02,24
Lambeth,2020-10-02,37
Lewisham,2020-10-02,30
Merton,2020-10-02,17
Newham,2020-10-02,46
Redbridge,2020-10-02,50
Richmond upon Thames,2020-10-02,26
Southwark,2020-10-02,27
Sutton,2020-10-02,13
Tower Hamlets,2020-10-02,48
Waltham Forest,2020-10-02,39
Wandsworth,2020-10-02,38
Westminster,2020-10-02,31
County Durham,2020-10-02,171
Darlington,2020-10-02,22
Gateshead,2020-10-02,80
Hartlepool,2020-10-02,36
Middlesbrough,2020-10-02,59
Newcastle upon Tyne,2020-10-02,391
North Tyneside,2020-10-02,72
Northumberland,2020-10-02,83
Redcar and Cleveland,2020-10-02,36
South Tyneside,2020-10-02,63
Stockton-on-Tees,2020-10-02,69
Sunderland,2020-10-02,134
Blackburn with Darwen,2020-10-02,53
Blackpool,2020-10-02,41
Bolton,2020-10-02,131
Bury,2020-10-02,74
Cheshire East,2020-10-02,76
Cheshire West and Chester,2020-10-02,75
Cumbria,2020-10-02,45
Halton,2020-10-02,48
Knowsley,2020-10-02,143
Lancashire,2020-10-02,473
Liverpool,2020-10-02,463
Manchester,2020-10-02,614
Oldham,2020-10-02,103
Rochdale,2020-10-02,116
Salford,2020-10-02,152
Sefton,2020-10-02,151
St. Helens,2020-10-02,92
Stockport,2020-10-02,99
Tameside,2020-10-02,83
Trafford,2020-10-02,73
Warrington,2020-10-02,81
Wigan,2020-10-02,132
Wirral,2020-10-02,105
Antrim and Newtownabbey,2020-10-02,51
Ards and North Down,2020-10-02,30
"Armagh City, Banbridge and Craigavon",2020-10-02,74
Belfast,2020-10-02,191
Causeway Coast and Glens,2020-10-02,28
Derry City and Strabane,2020-10-02,201
Fermanagh and Omagh,2020-10-02,21
Lisburn and Castlereagh,2020-10-02,44
Mid and East Antrim,2020-10-02,16
Mid Ulster,2020-10-02,86
"Newry, Mourne and Down",2020-10-02,182
Aberdeen City,2020-10-02,17
Aberdeenshire,2020-10-02,6
Angus,2020-10-02,7
Argyll and Bute,2020-10-02,6
City of Edinburgh,2020-10-02,127
Clackmannanshire,2020-10-02,0
Dumfries and Galloway,2020-10-02,13
Dundee City,2020-10-02,16
