region,date,confirm
Afghanistan,2020-10-12,2
Albania,2020-10-12,4
Algeria,2020-10-12,6
American Samoa,2020-10-12,0
Andorra,2020-10-12,0
Angola,2020-10-12,0
Anguilla,2020-10-12,0
Antigua & Barbuda,2020-10-12,0
Argentina,2020-10-12,356
Armenia,2020-10-12,6
Aruba,2020-10-12,0
Australia,2020-10-12,1
Austria,2020-10-12,6
Azerbaijan,2020-10-12,1
Bahamas,2020-10-12,0
Bahrain,2020-10-12,2
Bangladesh,2020-10-12,24
Barbados,2020-10-12,0
Belarus,2020-10-12,5
Belgium,2020-10-12,26
Belize,2020-10-12,1
Benin,2020-10-12,0
Bermuda,2020-10-12,0
Bhutan,2020-10-12,0
Bolivia,2020-10-12,30
Bosnia & Herzegovina,2020-10-12,1
Botswana,2020-10-12,0
Brazil,2020-10-12,559
British Virgin Islands,2020-10-12,0
Brunei,2020-10-12,0
Bulgaria,2020-10-12,5
Burkina Faso,2020-10-12,0
Burundi,2020-10-12,0
Cambodia,2020-10-12,0
Cameroon,2020-10-12,0
Canada,2020-10-12,23
Cape Verde,2020-10-12,1
Cayman Islands,2020-10-12,0
Central African Republic,2020-10-12,0
Chad,2020-10-12,0
Chile,2020-10-12,46
China,2020-10-12,0
Colombia,2020-10-12,165
Comoros,2020-10-12,0
Congo - Brazzaville,2020-10-12,0
Congo - Kinshasa,2020-10-12,0
Cook Islands,2020-10-12,0
Costa Rica,2020-10-12,21
Côte d’Ivoire,2020-10-12,0
Croatia,2020-10-12,7
Cuba,2020-10-12,0
Curaçao,2020-10-12,0
Cyprus,2020-10-12,0
Czechia,2020-10-12,39
Denmark,2020-10-12,2
Djibouti,2020-10-12,0
Dominica,2020-10-12,0
Dominican Republic,2020-10-12,6
Ecuador,2020-10-12,0
Egypt,2020-10-12,12
El Salvador,2020-10-12,3
Equatorial Guinea,2020-10-12,0
Eritrea,2020-10-12,0
Estonia,2020-10-12,0
Eswatini,2020-10-12,0
Ethiopia,2020-10-12,10
Falkland Islands,2020-10-12,0
Faroe Islands,2020-10-12,0
Fiji,2020-10-12,0
Finland,2020-10-12,0
France,2020-10-12,46
French Guiana,2020-10-12,0
French Polynesia,2020-10-12,0
Gabon,2020-10-12,0
Gambia,2020-10-12,0
Georgia,2020-10-12,6
Germany,2020-10-12,6
Ghana,2020-10-12,0
Gibraltar,2020-10-12,0
Greece,2020-10-12,13
Greenland,2020-10-12,0
Grenada,2020-10-12,0
Guadeloupe,2020-10-12,0
Guam,2020-10-12,1
Guatemala,2020-10-12,19
Guernsey,2020-10-12,0
Guinea,2020-10-12,0
Guinea-Bissau,2020-10-12,0
Guyana,2020-10-12,2
Haiti,2020-10-12,0
Honduras,2020-10-12,12
Hungary,2020-10-12,14
Iceland,2020-10-12,0
India,2020-10-12,816
Indonesia,2020-10-12,79
Iran,2020-10-12,251
Iraq,2020-10-12,62
Ireland,2020-10-12,5
Isle of Man,2020-10-12,0
Israel,2020-10-12,35
Italy,2020-10-12,26
Jamaica,2020-10-12,1
Japan,2020-10-12,2
Jersey,2020-10-12,0
Jordan,2020-10-12,10
Kazakhstan,2020-10-12,0
Kenya,2020-10-12,6
Kiribati,2020-10-12,0
Kosovo,2020-10-12,2
Kuwait,2020-10-12,3
Kyrgyzstan,2020-10-12,5
Laos,2020-10-12,0
Latvia,2020-10-12,0
Lebanon,2020-10-12,4
Lesotho,2020-10-12,0
Liberia,2020-10-12,0
Libya,2020-10-12,13
Liechtenstein,2020-10-12,0
Lithuania,2020-10-12,0
Luxembourg,2020-10-12,0
Madagascar,2020-10-12,0
Malawi,2020-10-12,0
Malaysia,2020-10-12,2
