region,date,confirm
Derby,2021-01-09,10
Derbyshire,2021-01-09,11
Leicester,2021-01-09,6
Leicestershire,2021-01-09,15
Lincolnshire,2021-01-09,11
Northamptonshire,2021-01-09,12
Nottingham,2021-01-09,0
Nottinghamshire,2021-01-09,18
Rutland,2021-01-09,0
Bedford,2021-01-09,9
Cambridgeshire,2021-01-09,10
Central Bedfordshire,2021-01-09,13
Essex,2021-01-09,43
Hertfordshire,2021-01-09,31
Luton,2021-01-09,4
Norfolk,2021-01-09,18
Peterborough,2021-01-09,4
Southend-on-Sea,2021-01-09,14
Suffolk,2021-01-09,19
Thurrock,2021-01-09,7
Barking and Dagenham,2021-01-09,9
Barnet,2021-01-09,14
Bexley,2021-01-09,8
Brent,2021-01-09,3
Bromley,2021-01-09,9
Camden,2021-01-09,1
Croydon,2021-01-09,6
Ealing,2021-01-09,6
Enfield,2021-01-09,10
Greenwich,2021-01-09,3
Hackney and City of London,2021-01-09,9
Hammersmith and Fulham,2021-01-09,4
Haringey,2021-01-09,3
Harrow,2021-01-09,2
Havering,2021-01-09,10
Hillingdon,2021-01-09,5
Hounslow,2021-01-09,9
Islington,2021-01-09,5
Kensington and Chelsea,2021-01-09,1
Kingston upon Thames,2021-01-09,3
Lambeth,2021-01-09,4
Lewisham,2021-01-09,6
Merton,2021-01-09,5
Newham,2021-01-09,8
Redbridge,2021-01-09,6
Richmond upon Thames,2021-01-09,5
Southwark,2021-01-09,5
Sutton,2021-01-09,3
Tower Hamlets,2021-01-09,2
Waltham Forest,2021-01-09,4
Wandsworth,2021-01-09,4
Westminster,2021-01-09,4
County Durham,2021-01-09,10
Darlington,2021-01-09,0
Gateshead,2021-01-09,1
Hartlepool,2021-01-09,2
Middlesbrough,2021-01-09,1
Newcastle upon Tyne,2021-01-09,1
North Tyneside,2021-01-09,1
Northumberland,2021-01-09,5
Redcar and Cleveland,2021-01-09,1
South Tyneside,2021-01-09,4
Stockton-on-Tees,2021-01-09,4
Sunderland,2021-01-09,0
Blackburn with Darwen,2021-01-09,1
Blackpool,2021-01-09,3
Bolton,2021-01-09,3
Bury,2021-01-09,1
Cheshire East,2021-01-09,6
Cheshire West and Chester,2021-01-09,6
Cumbria,2021-01-09,12
Halton,2021-01-09,3
Knowsley,2021-01-09,5
Lancashire,2021-01-09,19
Liverpool,2021-01-09,7
Manchester,2021-01-09,5
Oldham,2021-01-09,2
Rochdale,2021-01-09,4
Salford,2021-01-09,2
Sefton,2021-01-09,4
St. Helens,2021-01-09,2
Stockport,2021-01-09,2
Tameside,2021-01-09,2
Trafford,2021-01-09,1
Warrington,2021-01-09,3
Wigan,2021-01-09,4
Wirral,2021-01-09,3
Antrim and Newtownabbey,2021-01-09,1
Ards and North Down,2021-01-09,3
"Armagh City, Banbridge and Craigavon",2021-01-09,5
Belfast,2021-01-09,3
Causeway Coast and Glens,2021-01-09,3
Derry City and Strabane,2021-01-09,1
Fermanagh and Omagh,2021-01-09,0
Lisburn and Castlereagh,2021-01-09,0
Mid and East Antrim,2021-01-09,1
Mid Ulster,2021-01-09,2
"Newry, Mourne and Down",2021-01-09,1
Aberdeen City,2021-01-09,4
Aberdeenshire,2021-01-09,4
Angus,2021-01-09,2
Argyll and Bute,2021-01-09,1
City of Edinburgh,2021-01-09,8
Clackmannanshire,2021-01-09,0
Dumfries and Galloway,2021-01-09,0
Dundee City,2021-01-09,2
East Ayrshire,2021-01-09,4
East Dunbartonshire,2021-01-09,1
East Lothian,2021-01-09,1
East Renfrewshire,2021-01-09,0
Falkirk,2021-01-09,5
Fife,2021-01-09,11
Glasgow City,2021-01-09,4
Highland,2021-01-09,0
Inverclyde,2021-01-09,4
Midlothian,2021-01-09,1
Moray,2021-01-09,0
Na h-Eileanan Siar,2021-01-09,0
North Ayrshire,2021-01-09,4
North Lanarkshire,2021-01-09,15
Orkney Islands,2021-01-09,0
Perth and Kinross,2021-01-09,3
Renfrewshire,2021-01-09,3
Scottish Borders,2021-01-09,1
Shetland Islands,2021-01-09,0
South Ayrshire,2021-01-09,0
South Lanarkshire,2021-01-09,9
Stirling,2021-01-09,2
West Dunbartonshire,2021-01-09,0
West Lothian,2021-01-09,3
Bracknell Forest,2021-01-09,2
Brighton and Hove,2021-01-09,3
Buckinghamshire,2021-01-09,10
East Sussex,2021-01-09,18
Hampshire,2021-01-09,23
Isle of Wight,2021-01-09,4
Kent,2021-01-09,40
Medway,2021-01-09,5
Milton Keynes,2021-01-09,9
Oxfordshire,2021-01-09,6
Portsmouth,2021-01-09,6
Reading,2021-01-09,1
Slough,2021-01-09,3
Southampton,2021-01-09,2
Surrey,2021-01-09,23
West Berkshire,2021-01-09,1
West Sussex,2021-01-09,15
Windsor and Maidenhead,2021-01-09,4
Wokingham,2021-01-09,2
Bath and North East Somerset,2021-01-09,0
"Bournemouth, Christchurch and Poole",2021-01-09,8
"Bristol, City of",2021-01-09,1
Cornwall and Isles of Scilly,2021-01-09,2
Devon,2021-01-09,4
Dorset,2021-01-09,4
Gloucestershire,2021-01-09,9
North Somerset,2021-01-09,3
